BIC Subject Code is exactly,AND any BIC Subj present with stem ,AND other BIC Subj present is exactly,AND any BIC Qual present with stem ,"AND
BIC Qual present  is exactly","AND
BIC Qual present is exactly ","AND
BIC Qual NOT present","AND
BIC Qual NOT present",>>,Only if input code not yet mapped ,Thema Subj 1,Thema Subj 2,Thema Subj 3,Thema Qual 1,Thema Qual 2,Thema Qual 3,Note,
GPF,,,,,,,,,,GPF,,,,,,,
GPFC,,,,,,,,,,GPFC,,,,,,,
GPH,,,,,,,,,,GPH,,,,,,,
GPJ,,,,,,,,,,GPJ,,,,,,,
GPQ,,,,,,,,,,GPQ,,,,,,,
GPQD,,,,,,,,,,GPQD,,,,,,,
GPS,,,,,,,,,,GPS,,,,,,,
GT,,,,,,,,,,GT,,,,,,,
GTB,,,,,,,,,,GTM,,,,,,,
GTC,,,,,,,,,,GTC,,,,,,,
GTE,,,,,,,,,,GTD,,,,,,,
GTF,RG,,,,,,,,,RGCD,,,,,,,
GTF,,,,,,,,,else,GTP,,,,,,,
GTG,,,,,,,,,,GTZ,,,,,,,
GTH,,,,,,,,,,GTT,,,,,,,
GTJ,,,,,,,,,,GTU,,,,,,,
GTN,,,,,,,,,,GTV,,,,,,,
GTR,,,,,,,,,,GTK,,,,,,,
H,,,,,,,,,,NH,,,,,,,
HB,,,,,,,,,,NH,,,,,,,
HBA,,,,,,,,,,NHA,,,,,,,
HBAH,,,,,,,,,,NHAH,,,,,,,
HBG,,,,,,,,,,NHB,,,,,,,
HBJ,,,,,,,,,,NHB,,,,,,,
HBJD,,HBLC,,,,,,,,NHDJ,,,,,,,
HBJD,,HBLC1,,,,,,,,NHDJ,,,,,,,
HBJD,,,,,,,,,else,NHD,,,,,,,
HBJD1,,HBLC,,,,,,,,NHDJ,,,,,,,
HBJD1,,HBLC1,,,,,,,,NHDJ,,,,,,,
HBJD1,,,,,,,,,else,NHD,,,,,,,
HBJF,,,,,,,,,,NHF,,,,,,,
HBJF1,,,,,,,,,,NHG,,,,,,,
HBJH,,HBLA,,,,,,,,NHHA,,,,,,,
HBJH,,HBLA1,,,,,,,,NHHA,,,,,,,
HBJH,,HBLC,,,,,,,,NHHA,,,,,,,
HBJH,,HBLC1,,,,,,,,NHHA,,,,,,,
HBJH,,HBLH,,,,,,,,NHHA,,,,,,,
HBJH,,,,,,,,,else,NHH,,,,,,,
HBJK,,HBLA,,,,,,,,NHKA,,,,,,,
HBJK,,HBLA1,,,,,,,,NHKA,,,,,,,
HBJK,,HBLC,,,,,,,,NHKA,,,,,,,
HBJK,,HBLC1,,,,,,,,NHKA,,,,,,,
HBJK,,,,,,,,,else,NHK,,,,,,,
HBJM,,,,,,,,,,NHM,,,,,,,
HBJQ,,,,,,,,,,NHQ,,,,,,,
HBL,,,,,,,,,,NHB,,,,,,,
HBLA,,,,,,,,,,NHC,,,,,,,
HBLA1,,,,,,,,,,NHC,,,,,,,
HBLC,,,,,,,,,,N,,,3K,,,,
HBLC1,,,,,,,,,,N,,,3K,,,,
HBLH,,,,,,,,,,N,,,3M,,,,
HBLL,,,,,,,,,,N,,,3M,,,,
HBLW,,,,,,,,,,N,,,3MP,,,,
HBLW3,,,,,,,,,,N,,,3MPQ,,,,
HBLX,,,,,,,,,,N,,,3MR,,,,
HBT,,,,,,,,,,NHT,,,,,,,
HBTB,,,,,,,,,,NHTB,,,,,,,
HBTD,,,,,,,,,,NHTD,,,,,,,
HBTG,,,,,,,,,,NHTG,,,,,,,
HBTK,,,,,,,,,,NHTK,,,,,,,
HBTM,,,,,,,,,,NHTM,,,,,,,
HBTP,,,,,,,,,,NHTP,,,,,,,
HBTP1,,,,,,,,,,NHTP1,,,,,,,
HBTQ,,,,,,,,,,NHTQ,,,,,,,
HBTR,,,,,,,,,,NHTR,,,,,,,
HBTS,,,,,,,,,,NHTS,,,,,,,
HBTV,,,,,,,,,,NHTV,,,,,,,
HBTV2,,,,,,,,,,NHTV,,,1DDF,3MLQZ-FR-A,,,
HBTV4,,,,,,,,,,NHTV,,,1DTA,3MPBF-RU-R,,,
HBTW,,,,,,,,,,NHTW,,,,,,,
HBTZ,,,,,,,,,,NHTZ,,,,,,,
HBTZ1,,,,,,,,,,NHTZ1,NHWR7,,1D,3MPBL,,,
HBW,,HBLA,,,,,,,,NHWA,,,,,,,
HBW,,HBLC1,,,,,,,,NHWD,,,,,,,
HBW,,HBLH,,,,,,,,NHWF,,,,,,,
HBW,,HBLW,,,,,,,,NHWL,,,,,,,
HBW,,,,,,,,,else,NHW,,,,,,,
HBWC,,,,,,,,,,NHWR,,,1D,1FB,3KL,,
HBWE,,,,,,,,,,NHWR3,NHWF,,1DDU-GB-E,3MGQM-GB-J,,,
HBWF,,,,,,,,,,NHWR,NHWF,,1KBB,3MLQ-US-B,,,
HBWH,,,,,,,,,,NHWR,NHWF,,1D,3MNB,,,
HBWJ,,,,,,,,,,NHWR3,NHWF,,1KBB,3MNQS,3MNQ-US-E,,
HBWL,,,,,,,,,,NHWR,,,1DTA,3MNQM,,,
HBWM,,,,,,,,,,NHWR,,,1QBCU,1HFM,3MNQ,,
HBWN,,,,,,,,,,NHWR5,,,3MPBFB,,,,
HBWP,,,,,,,,,,NHWR3,NHWL,,1DSE,3MPBGJ-ES-B,,,
HBWQ,,,,,,,,,,NHWR7,NHWL,,3MPBLB,,,,
HBWS,,,,,,,,,,NHWR9,NHWL,,,,,,
HBWS1,,,,,,,,,,NHWR9,NHWL,,1FPKN,1FPKS,3MPQM,,
HBWS2,,,,,,,,,,NHWR9,NHWL,,1FMV,3MPQ,,,
HBWS3,,,,,,,,,,NHWR9,NHWL,,1FBQ,1FBXK,3MPQZ,,
HBWS4,,,,,,,,,,NHWR9,NHWL,,1FCA,3MRB,,,
HBWS5,,,,,,,,,,NHWR9,NHWL,,1FBQ,3MRB,,,
HD,,,,,,,,,,NK,,,,,,,
HDA,,,,,,,,,,NKA,,,,,,,
HDD,,,,,,,,,,NKD,,,,,,,
HDDA,,,,,,,,,,NKD,,,3B,,,,1
HDDC,,,,,,,,,,NKD,,,1FB,,,,
HDDG,,,,,,,,,,NKD,,,1QBAE,,,,
HDDH,,,,,,,,,,NKD,,,1QBAL,,,,
HDDK,,,,,,,,,,NKD,,,1QBA,,,,
HDDM,,,,,,,,,,NKD,,,1D,3KL,,,
HDL,,,,,,,,,,NKL,,,,,,,
HDP,,,,,,,,,,NKP,,,,,,,
HDR,,,,,,,,,,NKR,,,,,,,
HDT,,,,,,,,,,NKT,,,,,,,
HDW,,,,,,,,,,NKX,,,,,,,
HP,,,,,,,,,,QD,,,,,,,
HPC,,,,,,,,,,QDH,,,,,,,
HPCA,,,,,,,,,,QDHA,,,,,,,
HPCB,,,,,,,,,,QDHF,,,,,,,
HPCD,,,,,,,,,,QDH,,,,,,,
HPCD1,,,,,,,,,,QDHM,,,,,,,
HPCF,,,,,,,,,,QDHR,,,,,,,
HPCF3,,,,,,,,,,QDHR5,,,,,,,
HPCF5,,,,,,,,,,QDHR9,,,,,,,
HPCF7,,,,,,,,,,QDHR7,,,,,,,
HPD,,JFSR1,,,,,,,,QDHL,,,,,,,
HPD,,,,,,,,,else,QDH,,,,,,,
HPDC,,,,,,,,,,QDHK,,,,,,,
HPDF,,,,,,,,,,QDHC,,,,,,,
HPJ,,,,,,,,,,QDTJ,,,,,,,
HPK,,,,,,,,,,QDTK,,,,,,,
HPL,,,,,,,,,,QDTL,,,,,,,
HPM,,,,,,,,,,QDTM,,,,,,,
HPN,,,,,,,,,,QDTN,,,,,,,
HPQ,,,,,,,,,,QDTQ,,,,,,,
HPS,,,,,,,,,,QDTS,,,,,,,
HPX,,,,,,,,,,QDX,,,,,,,
HR,,,,,,,,,,QR,,,,,,,
HRA,,,,,,,,,,QRA,,,,,,,
HRAB,,,,,,,,,,QRAB,,,,,,,
HRAB1,,,,,,,,,,QRAB1,,,,,,,
HRAC,,,,,,,,,,QRAC,,,,,,,
HRAF,,,,,,,,,,QRAF,,,,,,,
HRAM,,,,,,,,,,QRAM,,,,,,,
HRAM1,,,,,,,,,,QRAM1,,,,,,,
HRAM2,,,,,,,,,,QRAM2,,,,,,,
HRAM3,,,,,,,,,,QRAM3,,,,,,,
HRAM6,,,,,,,,,,QRAM6,,,,,,,
HRAM7 ,,,,,,,,,,QRAM7,,,,,,,
HRAM9,,,,,,,,,,QRAM9,,,,,,,
HRAX,,,,,,,,,,QRAX,,,,,,,
HRC,,,,,,,,,,QRM,,,,,,,
HRCA,,,,,,,,,,QRM,,,,,,,
HRCC,,,,,,,,,,QRMB,,,,,,,
HRCC1,,,,,,,,,,QRM,QRAX,,,,,,
HRCC2,,,,,,,,,,QRM,QRAX,,,,,,
HRCC7,,,,,,,,,,QRMB1,,,,,,,
HRCC8,,,,,,,,,,QRMB2,,,,,,,
HRCC9,,,,,,,,,,QRMB3,,,,,,,
HRCC91,,,,,,,,,,QRMB31,,,,,,,
HRCC92,,,,,,,,,,QRMB32,,,,,,,
HRCC93,,,,,,,,,,QRMB33,,,,,,,
HRCC95,,,,,,,,,,QRMB35,,,,,,,
HRCC96,,,,,,,,,,QRMB36,,,,,,,
HRCC97,,,,,,,,,,QRMB37,,,,,,,
HRCC99,,,,,,,,,,QRMB39,,,,,,,
HRCF,,,,,,,,,,QRMF1,,,,,,,
HRCF1,,,,,,,,,,QRMF12,,,,,,,
HRCF2,,,,,,,,,,QRMF13,,,,,,,
HRCG ,,,,,,,,,,QRM,QRVC,,,,,,
HRCG1 ,,,,,,,,,,QRM,QRVC,,,,,,
HRCG2,,,,,,,,,,QRM,QRVC,,,,,,
HRCG3 ,,,,,,,,,,QRM,QRVC,,,,,,
HRCG7 ,,,,,,,,,,QRM,QRVC,,,,,,
HRCG9,,,,,,,,,,QRMF19,,,,,,,
HRCJ,,,,,,,,,,QRMB9,,,,,,,
HRCL,,,,,,,,,,QRM,QRVJ,,,,,,
HRCL1,,,,,,,,,,QRM,QRVJ2,,,,,,
HRCL2,,,,,,,,,,QRM,QRVJ,,,,,,
HRCM,,,,,,,,,,QRM,QRVG,,,,,,
HRCP,,,,,,,,,,QRM,QRVH,,,,,,
HRCR,,,,,,,,,,QRM,QRVJ1,,,,,,
HRCR1,,,,,,,,,,QRM,QRVJ2,,,,,,
HRCS,,,,,,,,,,QRM,QRVK,,,,,,
HRCS1,,,,,,,,,,QRM,QRVK2,,,,,,
HRCV,,,,,,,,,,QRMP,,,,,,,
HRCV1,,,,,,,,,,QRMP1,,,,,,,
HRCV2,,,,,,,,,,QRM,QRVP3,,,,,,
HRCV3,,,,,,,,,,QRM,QRVP5,,,,,,
HRCV4,,,,,,,,,,QRM,QRVP7,,,,,,
HRCV9,,,,,,,,,,QRM,QRVX,,,,,,
HRCX,,,,,,,,,,QRM,QRVS,,,,,,
HRCX1,,,,,,,,,,QRM,QRVS1,,,,,,
HRCX4,,,,,,,,,,QRM,QRVS3,,,,,,
HRCX6,,,,,,,,,,QRM,QRVS2,,,,,,
HRCX7,,,,,,,,,,QRM,QRVS4,,,,,,
HRCX8,,,,,,,,,,QRM,QRVS5,,,,,,
HRCZ,,,,,,,,,,QRM,QRMB8,,,,,,
HRE,,,,,,,,,,QRF,,,,,,,
HREC,,,,,,,,,,QRF,QRVJ1,,,,,,
HREP,,,,,,,,,,QRFP,,,,,,,
HRES,,,,,,,,,,QRFF,,,,,,,
HREX,,,,,,,,,,QRFB21,,,,,,,
HREZ,,,,,,,,,,QRFB23,,,,,,,
HRG,,,,,,,,,,QRD,,,,,,,
HRGC,,,,,,,,,,QRD,QRVJ1,,,,,,
HRGP,,,,,,,,,,QRDP,,,,,,,
HRGS,,,,,,,,,,QRDF,,,,,,,
HRH,,,,,,,,,,QRP,,,,,,,
HRHC,,,,,,,,,,QRP,QRVJ1,,,,,,
HRHP,,,,,,,,,,QRPP,,,,,,,
HRHS,,,,,,,,,,QRPF1,,,,,,,
HRHT,,,,,,,,,,QRP,QRVG,,,,,,
HRHX,,,,,,,,,,QRPB4,QRVK2,,,,,,
HRJ,,,,,,,,,,QRJ,,,,,,,
HRJC,,,,,,,,,,QRJ,QRVJ1,,,,,,
HRJP,,,,,,,,,,QRJP,,,,,,,
HRJS,,,,,,,,,,QRJF,,,,,,,
HRJT,,,,,,,,,,QRJ,QRVG,,,,,,
HRJX,,,,,,,,,,QRJ,QRVK2,,,,,,
HRK,,,1H,,,,,,,QRRN,,,,,,,
HRK,,,,,,,,,else,QRR,,,,,,,
HRKB,,,,,,,,,,QRRB,,,,,,,
HRKP,,,,1QDAK,,,,,,QRRT1,,,,,,,
HRKP,,,1DVW,,,,,,,QRSV,,,,,,,
HRKJ,,,,,,,,,,QRRC,,,,,,,
HRKN,,,1FPC,,,,,,,QRRL6,,,,,,,
HRKN,,,,,,,,,else,QRRL,,,,,,,
HRKN1,,,,,,,,,,QRRL1,,,,,,,
HRKN3,,,,,,,,,,QRRL3,,,,,,,
HRKN5,,,,,,,,,,QRRL5,,,,,,,
HRKP,,,,,,,,,,QRS,,,,,,,
HRKP1,,,,,,,,,,QRSA,,,,,,,
HRKP2,,,,,,,,,,QRST,,,,,,,
HRKP3,,,,,,,,,,QRSG,,,,,,,
HRKP4,,,,,,,,,,QRSL,,,,,,,
HRKP5,,,,,,,,,,QRSW,,,,,,,
HRKS,,,,,,,,,,QRRD,,,,,,,
HRKT,,,1H,,,,,,,QRRN,,,,,,,
HRKT,,,,,,,,,else,QRRT,,,,,,,
HRKZ,,,,,,,,,,QRRF,,,,,,,
HRL,,,,,,,,,,QRV,,,,,,,
HRLB,,,,,,,,,,QRVG,,,,,,,
HRLC,,,,,,,,,,QRVA,,,,,,,
HRLC1,,,,,,,,,,QRVC,,,,,,,
HRLD,,,,,,,,,,QRVJ,,,,,,,
HRLF,,,,,,,,,,QRVJ1,,,,,,,
HRLF9,,,,,,,,,,QRVJ2,,,,,,,
HRLK,,,,,,,,,,QRVK,,,,,,,
HRLK2,,,,,,,,,,QRVK2,,,,,,,
HRLM,,,,,,,,,,QRVP,,,,,,,
HRLM3,,,,,,,,,,QRVP3,,,,,,,
HRLM5,,,,,,,,,,QRVP5,,,,,,,
HRLM7,,,,,,,,,,QRVP7,,,,,,,
HRLP,,,,,,,,,,QRVS,,,,,,,
HRLP1,,,,,,,,,,QRVS1,,,,,,,
HRLP5,,,,,,,,,,QRVS2,,,,,,,
HRLP7,,,,,,,,,,QRVS5,,,,,,,
HRQ,,,,,,,,,,QRY,,,,,,,
HRQA,HP,,,,,,,,,QDHH,QRYA,,,,,,
HRQA,,,,,,,,,else,QRYA,,,,,,,
HRQA5,,,,,,,,,,QRYA5,,,,,,,
HRQC,,,,,,,,,,QRYC,,,,,,,
HRQC1,,,,,,,,,,QRYC1,,,,,,,
HRQC5,,,,,,,,,,QRYC5,,,,,,,
HRQM,,,,,,,,,,QRYM,,,,,,,
HRQM2,,,,,,,,,,QRYM2,,,,,,,
HRQX,,,,,,,,,,QRYX,,,,,,,
HRQX2,,,,,,,,,,QRYX2,,,,,,,
HRQX5,,,,,,,,,,QRYX5,,,,,,,
HRQX9,,,,,,,,,,QRYX9,,,,,,,
J,,,,,,,,,,J,,,,,,,
JF,,,,,,,,,,JB,,,,,,,
JFC,,,,,,,,,,JBCC,,,,,,,
JFCA,,,,,,,,,,JBCC1,,,,,,,
JFCD,,,,,,,,,,JBCC2,,,,,,,
JFCK,,,,,,,,,,JBCC3,,,,,,,
JFCV,,,,,,,,,,JBCC4,,,,,,,
JFCX,,,,,,,,,,JBCC9,,,,,,,
JFD,,KNTJ,,,,,,,,JBCT4,,,,,,,
JFD,UB ,,,,,,,,,JBCT1,,,,,,,
JFD,UD,,,,,,,,,JBCT1,,,,,,,
JFD,,,,,,,,,else,JBCT,,,,,,,
JFDT,,,,,,,,,,JBCT2,,,,,,,
JFDV,,,,,,,,,,JBCT3,,,,,,,
JFF,,,,,,,,,,JBF,,,,,,,
JFFA,,,,,,,,,,JBFC,,,,,,,
JFFB,,,,,,,,,,JBFD,,,,,,,
JFFC,,,,,,,,,,JBFF,,,,,,,
JFFC1,,,,,,,,,,JBFF,,,,,,,
JFFD,,,,,,,,,,JBFG,,,,,,,
JFFE,,,,,,,,,,JBFK,,,,,,,
JFFE1,,,,,,,,,,JBFK1,,,,,,,
JFFE2,,,,,,,,,,JBFK2,,,,,,,
JFFE3,,,,,,,,,,JBFK3,,,,,,,
JFFG,,,,,,,,,,JBFM,,,,,,,
JFFH,,,,,,,,,,JBFN,,,,,,,
JFFH1,,,,,,,,,,JBFN2,,,,,,,
JFFH2,,,,,,,,,,JBFN,,,,,,,
JFFJ,,,,,,,,,,JBFA,,,,,,,
JFFK,,,,,,,,,,JBSF11,,,,,,,
JFFL,,,,,,,,,,JBFX,,,,,,,
JFFM,,,,,,,,,,JBFQ,,,,,,,
JFFN,,,,,,,,,,JBFH,,,5PBC,,,,
JFFP,,,,,,,,,,JBF,,,,,,,
JFFR,,,,,,,,,,JBFZ,,,,,,,
JFFS,,,,,,,,,,GTQ,,,,,,,
JFFT,,,,,,,,,,JBFS,,,,,,,
JFFU,,,,,,,,,,JBF,,,,,,,
JFFX,,,,,,,,,,JBF,,,,,,,
JFFZ,,,,,,,,,,JBFU,,,,,,,
JFH,,,,,,,,,,JBG,,,,,,,
JFHC,,,,,,,,,,JBGX,,,,,,,
JFHF,,,,,,,,,,JBGB,,,,,,,
JFHX,,,,,,,,,,JBG,,,,,,,
JFM,,,,,,,,,,JBFV,,,,,,,
JFMA,,,,,,,,,,JBFV1,,,,,,,
JFMC,,,,,,,,,,JBFV2,,,,,,,
JFMD,,,,,,,,,,JBFV3,,,,,,,
JFME,,,,,,,,,,JBFV4,,,,,,,
JFMG,,,,,,,,,,JBFV5,,,,,,,
JFMP,,,,,,,,,,JBFW,JBFV,,,,,,
JFMX,,,,,,,,,,JBFW,JBFV,,,,,,
JFS,,,,,,,,,,JBS,,,,,,,
JFSC,,,,,,,,,,JBSA,,,,,,,
JFSF,,,,,,,,,,JBSC,,,,,,,
JFSG,,,,,,,,,,JBSD,,,,,,,
JFSJ,,,,,,,,,,JBSF,,,,,,,
JFSJ1,,,,,,,,,,JBSF1,,,,,,,
JFSJ2,,,,,,,,,,JBSF2,,,,,,,
JFSJ5,,,,,,,,,,JBSF3,,,,,,,
JFSK,,,,,,,,,,JBSJ,,,,,,,
JFSK1,,,,,,,,,,JBSJ,,,,,,,
JFSK2,,,,,,,,,,JBSJ,,,,,,,
JFSL,,,,,,,,,,JBSL,,,,,,,
JFSL1,,,,,,,,,,JBSL1,,,,,,,
JFSL3,,,1DBK,,,,,,,JBSL,,,5PB-GB-M,,,,
JFSL3,,,,,,,,,else,JBSL,,,,,,,
JFSL4,,,1KBB,,,,,,,JBSL,,,5PB-US-H,,,,
JFSL4,,,,,,,,,else,JBSL,,,,,,,
JFSL9,,,1MBF,,,,,,,JBSL11,,,5PB-AU-A,,,,
JFSL9,,,1MBN,,,,,,,JBSL11,,,5PB-NZ-A,,,,
JFSL9,,,1KBB,,,,,,,JBSL11,,,5PB-US-E,,,,
JFSL9,,,,,,,,,else,JBSL11,,,5PBA,,,,
JFSP,,,,,,,,,,JBSP,,,,,,,
JFSP1,,,,,,,,,,JBSP1,,,,,,,
JFSP2,,,,,,,,,,JBSP2,,,,,,,
JFSP3,,,,,,,,,,JBSP3,,,,,,,
JFSP31,,,,,,,,,,JBSP4,,,,,,,
JFSR,,,,,,,,,,JBSR,,,,,,,
JFSR1,,,,,,,,,,JBSR,,,5PGJ,,,,
JFSR2,,,,,,,,,,JBSR,,,5PGP,,,,
JFSS,,,,,,,,,,JBSW,,,,,,,
JFSV,,,,,,,,,,JBSY,,,,,,,
JFSV1,,,,,,,,,,JBSX,,,,,,,
JH,,,,,,,,,,JH,,,,,,,
JHB,,,,,,,,,,JHB,,,,,,,
JHBA,,,,,,,,,,JHBA,,,,,,,
JHBC,,,,,,,,,,JHBC,,,,,,,
JHBD,,,,,,,,,,JHBD,,,,,,,
JHBF,,,,,,,,,,JHBK,,,,,,,
JHBK,,,,,,,,,,JHBK,,,,,,,
JHBK5,,,,,,,,,,JHB,JBFW,,,,,,
JHBL,,,,,,,,,,JHBL,,,,,,,
JHBS,,,,,,,,,,JHBS,,,,,,,
JHBT,,,,,,,,,,JHB,JBCC6,,,,,,
JHBZ,,,,,,,,,,JHBZ,,,,,,,
JHM,,,,,,,,,,JHM,,,,,,,
JHMC,,,,,,,,,,JHMC,,,,,,,
JHMP,,,,,,,,,,JHM,,,,,,,
JK,,,,,,,,,,JK,,,,,,,
JKS,,,,,,,,,,JKS,,,,,,,
JKSB,,,,,,,,,,JKSB,,,,,,,
JKSB1,,,,,,,,,,JKSB1,,,,,,,
JKSF,,,,,,,,,,JKSF,,,,,,,
JKSG,,,,,,,,,,JKSG,,,,,,,
JKSM,,,,,,,,,,JKSM,,,,,,,
JKSN,,,,,,,,,,JKSN,,,,,,,
JKSN1,,,,,,,,,,JKSN1,,,,,,,
JKSN2,,,,,,,,,,JKSN2,,,,,,,
JKSR,,,,,,,,,,JKSR,,,,,,,
JKSW,,,,,,,,,,JKSW,,,,,,,
JKSW1,,,,,,,,,,JKSW1,,,,,,,
JKSW2,,,,,,,,,,JKSW2,,,,,,,
JKSW3,,,,,,,,,,JKSW3,,,,,,,
JKV,,,,,,,,,,JKV,,,,,,,
JKVC,,,,,,,,,,JKVC,,,,,,,
JKVF,,,,,,,,,,JKVF,,,,,,,
JKVF1,,,,,,,,,,JKVF1,,,,,,,
JKVG,,,,,,,,,,JKVG,,,,,,,
JKVJ,,,,,,,,,,JKVJ,,,,,,,
JKVK,,,,,,,,,,JKVK,,,,,,,
JKVM,,,,,,,,,,JKVM,,,,,,,
JKVP,,,,,,,,,,JKVP,,,,,,,
JKVP1,,,,,,,,,,JKVP,,,,,,,
JKVQ,,,,,,,,,,JKVQ,,,,,,,
JKVQ1,,,,,,,,,,JKVQ1,,,,,,,
JKVQ2,,,,,,,,,,JKVQ2,,,,,,,
JKVS,,,,,,,,,,JKVS,,,,,,,
JM,,,,,,,,,,JM,,,,,,,
JMA,,,,,,,,,,JMA,,,,,,,
JMAF,,,,,,,,,,JMAF,,,,,,,
JMAJ,,,,,,,,,,JMAJ,,,,,,,
JMAL,,,,,,,,,,JMAL,,,,,,,
JMAN,,,,,,,,,,JMAN,,,,,,,
JMAQ,,,,,,,,,,JMAQ,,,,,,,
JMB,,,,,,,,,,JMB,,,,,,,
JMBT,,,,,,,,,,JMBT,,,,,,,
JMC,,,,,,,,,,JMC,,,,,,,
JMD,,,,,,,,,,JMD,,,,,,,
JMF,,,,,,,,,,JMF,,,,,,,
JMG,,,,,,,,,,JMG,,,,,,,
JMH,,,,,,,,,,JMH,,,,,,,
JMJ,,,,,,,,,,JMJ,,,,,,,
JMK,,,,,,,,,,JMK,,,,,,,
JML,,,,,,,,,,JML,,,,,,,
JMM,,,,,,,,,,JMM,,,,,,,
JMP,,,,,,,,,,JMP,,,,,,,
JMQ,,,,,,,,,,JMQ,,,,,,,
JMR,,,,,,,,,,JMR,,,,,,,
JMRL,,,,,,,,,,JMR,,,,,,,
JMRM,,,,,,,,,,JMR,,,,,,,
JMRN,,,,,,,,,,JMR,,,,,,,
JMRP,,,,,,,,,,JMR,,,,,,,
JMS,,,,,,,,,,JMS,,,,,,,
JMT,,,,,,,,,,JMT,,,,,,,
JMTC,,,,,,,,,,JMT,,,,,,,
JMTD,,,,,,,,,,JMT,,,,,,,
JMTH,,,,,,,,,,JMT,,,,,,,
JMTK,,,,,,,,,,JMT,,,,,,,
JMU,,,,,,,,,,JMU,,,,,,,
JMX,,,,,,,,,,JMX,,,,,,,
JN,,,,,,,,,,JN,,,,,,,
JNA,,,,,,,,,,JNA,,,,,,,
JNAM,,,,,,,,,,JNAM,,,,,,,
JNB,,,,,,,,,,JNB,,,,,,,
JNC,,,,,,,,,,JNC,,,,,,,
JNF,,,,,,,,,,JNF,,,,,,,
JNFD,,,,,,,,,,JNF,,,,,,,
JNFG,,,,,,,,,,JNF,,,,,,,
JNFN,,,,,,,,,,JNFK,,,,,,,
JNFR,,,,,,,,,,JNF,,,,,,,
JNH,,,,,,,,,,JNFC,,,,,,,
JNHB,,,,,,,,,,JNF,,,,,,,
JNHT,,,,,,,,,,JNF,,,,,,,
JNHX,,,,,,,,,,JNF,,,,,,,
JNK,,,,,,,,,,JNK,,,,,,,
JNKA,,,,,,,,,,JNK,,,,,,,
JNKC,,,,,,,,,,JNDG,,,,,,,
JNKD,,,,,,,,,,JNDH,,,,,,,
JNKF,,,,,,,,,,JND,,,,,,,
JNKG,,,,,,,,,,JNKG,,,,,,,
JNKH,,,,,,,,,,JNKH,,,,,,,
JNKH1,,,,,,,,,,JNKH,,,,,,,
JNKN,,,,,,,,,,JNK,,,,,,,
JNKP,,,,,,,,,,JNK,,,,,,,
JNKR,,,,,,,,,,JNK,,,,,,,
JNKS,,,,,,,,,,JNK,,,,,,,
JNL,,,,,,,,,,JNL,,,,,,,
JNLA,,,,,,,,,,JNLA,,,,,,,
JNLB,,,,,,,,,,JNLB,,,,,,,
JNLC,,,,,,,,,,JNLC,,,,,,,
JNLP,,,,,,,,,,JNLP,,,,,,,
JNLR,,,,,,,,,,JNLR,,,,,,,
JNM,,,,,,,,,,JNM,,,,,,,
JNMF,,,,,,,,,,JNM,,,,,,,
JNMH,,,,,,,,,,JNM,,,,,,,
JNMN,,,,,,,,,,JNM,,,,,,,
JNMT,,,,,,,,,,JNMT,,,,,,,
JNP,,,,,,,,,,JNP,,,,,,,
JNQ,,,,,,,,,,JNQ,,,,,,,
JNR,,,,,,,,,,JNR,,,,,,,
JNRV,,,,,,,,,,JNRV,,,,,,,
JNS,,CFDM,,,,,,,,JNSV,,,,,,,
JNS,,,,,,,,,else,JNS,,,,,,,
JNSC,,,,,,,,,,JNSC,,,5PMB,,,,
JNSC1,,,,,,,,,,JNSC,,,5PMF,,,,
JNSC2,,,,,,,,,,JNSC,,,5PMD,,,,
JNSG,,,,,,,,,,JNSG,,,,,,,
JNSG1,,,,,,,,,,JNSG,,,5PMJ,,,,
JNSG2,,,,,,,,,,JNSG,,,5PMH,,,,
JNSL,,,,,,,,,,JNSL,,,,,,,
JNSP,,,,,,,,,,JNSP,,,,,,,
JNSV,,,,,,,,,,JNU,,,,,,,
JNT,,,,,,,,,,JNT,,,,,,,
JNU,,,,,,,,,,JNU,,,,,,,
JNUM,,,,,,,,,,JNUM,,,,,,,
JNV,,,,,,,,,,JNV,,,,,,,
JNW,,,,,,,,,,JNW,,,,,,,
JNWT,,,,,,,,,,JNW,,,,,,,
JNZ,,,,,,,,,,JNZ,,,,,,,
JP,,,,,,,,,,JP,,,,,,,
JPA,,,,,,,,,,JPA,,,,,,,
JPB,,,,,,,,,,JPB,,,,,,,
JPF,,RNA,,,,,,,,JPFA,,,,,,,
JPF,,,,,,,,,else,JPF,,,,,,,
JPFB,,,,,,,,,,JPFB,,,,,,,
JPFC,,,,,,,,,,JPFC,,,,,,,
JPFF,,,,,,,,,,JPFF,,,,,,,
JPFK,,,,,,,,,,JPFK,,,,,,,
JPFM,,,,,,,,,,JPFM,,,,,,,
JPFN,,,,,,,,,,JPFN,,,,,,,
JPFQ,,,,,,,,,,JPFQ,,,,,,,
JPFR,,,,,,,,,,JPFR,,,,,,,
JPH,,,,,,,,,,JPH,,,,,,,
JPHC,,,,,,,,,,JPHC,,,,,,,
JPHF,,,,,,,,,,JPHF,,,,,,,
JPHL,,,,,,,,,,JPHL,,,,,,,
JPHV,,,,,,,,,,JPHV,,,,,,,
JPHX,,,,,,,,,,JPHX,,,,,,,
JPL,,,,,,,,,,JPL,,,,,,,
JPLM,,,,,,,,,,JPL,,,,,,,
JPP,,,,,,,,,,JPP,,,,,,,
